Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
Dennis Gentry,CHI,RB,24,15,0,0,0,0,0,0,16,65,4.06,0,2,8,4.00,0,1,,0,,,6,8.3,8.8,7.3,,117,
Anthony Hutchison,CHI,RB,22,16,0,0,0,0,0,0,6,13,2.17,1,0,0,,0,1,,1,,,6,6.3,6.8,6.3,,118,
Derrick Jensen,RAI,RB,27,16,0,0,0,0,0,0,1,5,5.00,0,1,2,2.00,1,1,,1,,,6,6.7,7.2,6.2,,122,
James McDonald,RAM,TE,22,16,0,0,0,0,0,0,0,0,,0,1,1,1.00,1,0,,1,,,6,7.1,7.1,6.6,,67,
Riley Odoms,DEN,TE,33,2,0,0,0,0,0,0,0,0,,0,4,62,15.50,0,0,,0,,,6,10.2,10.2,8.2,,66,
Jimmy Rogers,NOR,RB,28,16,0,0,0,0,0,0,26,80,3.08,0,0,0,,0,2,,0,,,6,6.0,7.0,6.0,,121,
Al Dixon,PHI,TE,29,10,1,0,0,0,0,0,0,0,,0,4,54,13.50,0,0,,0,,,5,9.4,9.4,7.4,,68,
Mark Malone,PIT,QB,25,2,0,9,20,124,1,2,0,0,,0,0,0,,0,0,,0,,,5,5.0,7.0,7.0,,57,
Cliff Austin,NOR,RB,23,11,0,0,0,0,0,0,4,16,4.00,0,2,25,12.50,0,0,,0,,,4,6.1,6.1,5.1,,124,
Roger Carr,SDG,WR,31,4,0,0,0,0,0,0,0,0,,0,2,36,18.00,0,0,,0,,,4,5.6,5.6,4.6,,123,
Dino Hall,CLE,RB,28,16,0,0,0,0,0,0,1,2,2.00,0,4,33,8.25,0,0,,0,,,4,7.5,7.5,5.5,,127,
Allama Matthews,ATL,RB,22,16,1,0,0,0,0,0,0,0,,0,3,37,12.33,0,0,,0,,,4,6.7,6.7,5.2,,126,
Jarvis Redwine,MIN,RB,26,16,1,0,0,0,0,0,10,48,4.80,0,1,4,4.00,0,1,,0,,,4,5.2,5.7,4.7,,123,
John Rodgers,PIT,TE,23,15,1,0,0,0,0,0,0,0,,0,2,36,18.00,0,0,,0,,,4,5.6,5.6,4.6,,69,
Calvin Thomas,CHI,RB,23,13,0,0,0,0,0,0,8,25,3.13,0,2,13,6.50,0,0,,0,,,4,5.8,5.8,4.8,,125,
Wade Wilson,MIN,QB,24,1,1,16,28,124,1,2,3,-3,-1.00,0,0,0,,0,1,,0,,,4,3.7,6.2,5.7,,58,
Major Everett,PHI,RB,23,16,0,0,0,0,0,0,5,7,1.40,0,2,18,9.00,0,0,,0,,,3,4.5,4.5,3.5,,131,
James Hadnot,KAN,FB,26,5,0,0,0,0,0,0,4,10,2.50,0,2,18,9.00,0,0,,0,,,3,4.8,4.8,3.8,,129,
Larry Hardy,NOR,TE,27,6,1,0,0,0,0,0,0,0,,0,2,29,14.50,0,0,,0,,,3,4.9,4.9,3.9,,71,
Willard Harrell,STL,RB,31,14,0,0,0,0,0,0,4,13,3.25,0,3,25,8.33,0,1,,0,,,3,5.8,6.3,4.3,,130,
Rick Kane,DET,RB,29,14,0,0,0,0,0,0,4,19,4.75,0,2,15,7.50,0,0,,0,,,3,5.4,5.4,4.4,,128,
Rusty Lisch,STL,QB,27,4,0,6,13,66,1,2,2,9,4.50,0,0,0,,0,1,,0,,,3,2.5,5.0,4.5,,60,
Robbie Martin,DET,WR,25,10,0,0,0,0,0,0,0,0,,0,0,0,,0,3,,1,,,3,3.0,4.5,3.0,,125,
Rich Mauti,NOR,WR,29,16,1,0,0,0,0,0,0,0,,0,2,30,15.00,0,0,,0,,,3,5.0,5.0,4.0,,126,
Cleo Montgomery,RAI,WR,27,14,0,0,0,0,0,0,2,7,3.50,0,2,29,14.50,0,1,,0,,,3,4.6,5.1,3.6,,129,
Carl Roaches,HOU,WR,30,16,0,0,0,0,0,0,0,0,,0,0,0,,0,3,,1,,,3,3.0,4.5,3.0,,127,
Lawrence Sampleton,PHI,TE,24,7,2,0,0,0,0,0,0,0,,0,2,28,14.00,0,0,,0,,,3,4.8,4.8,3.8,,72,
John Sawyer,2TM,TE,30,14,4,0,0,0,0,0,0,0,,0,3,42,14.00,0,1,,0,,,3,6.2,6.7,4.7,,70,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwight Scales,SDG,WR,30,7,1,0,0,0,0,0,0,0,,0,2,28,14.00,0,0,,0,,,3,4.8,4.8,3.8,,128,
Phil Simms,NYG,QB,28,2,0,7,13,130,0,1,0,0,,0,0,0,,0,0,,0,,,3,3.2,4.2,4.2,,59,
Ken Thompson,STL,WR,25,5,0,0,0,0,0,0,0,0,,0,2,31,15.50,0,0,,0,,,3,5.1,5.1,4.1,,124,
Robert Alexander,RAM,RB,25,15,0,0,0,0,0,0,7,28,4.00,0,1,10,10.00,0,2,,0,,,2,2.8,3.8,2.3,,136,
Rick Berns,RAI,RB,27,16,0,0,0,0,0,0,6,22,3.67,0,0,0,,0,0,,0,,,2,2.2,2.2,2.2,,134,
Leon Bright,NYG,RB,28,7,0,0,0,0,0,0,1,2,2.00,0,2,33,16.50,0,2,,0,,,2,3.5,4.5,2.5,,137,
Billy Campfield,NYG,RB,27,4,0,0,0,0,0,0,2,21,10.50,0,1,12,12.00,0,1,,0,,,2,3.3,3.8,2.8,,132,
Mark Herrmann,BAL,QB,24,2,1,18,36,256,0,3,1,0,0.00,0,0,0,,0,2,,0,,,2,2.2,6.2,5.2,,62,
Rodney Holman,CIN,TE,23,16,0,0,0,0,0,0,0,0,,0,2,15,7.50,0,0,,0,,,2,3.5,3.5,2.5,,73,
Mike Kerrigan,NWE,QB,23,1,0,6,14,72,0,1,1,14,14.00,0,0,0,,0,0,,0,,,2,2.3,3.3,3.3,,61,
Mike Martin,CIN,WR,23,10,0,0,0,0,0,0,2,21,10.50,0,2,22,11.00,0,2,,0,,,2,4.3,5.3,3.3,,130,
Mardye McDole,MIN,WR,24,15,1,0,0,0,0,0,0,0,,0,3,29,9.67,0,1,,0,,,2,4.9,5.4,3.4,,131,
Guido Merkens,NOR,QB,28,16,0,0,0,0,0,0,1,16,16.00,0,0,0,,0,0,,0,,,2,1.6,1.6,1.6,,64,
Mark Reed,BAL,QB,24,1,0,6,10,34,0,1,2,27,13.50,0,0,0,,0,0,,0,,,2,2.1,3.1,3.1,,63,
Lawrence Ricks,KAN,RB,22,12,0,0,0,0,0,0,21,28,1.33,0,3,5,1.67,0,1,,0,,,2,5.3,5.8,3.8,,133,
Tim Wilson,NOR,FB,29,6,0,0,0,0,0,0,8,21,2.63,0,0,0,,0,0,,0,,,2,2.1,2.1,2.1,,135,
Mark Witte,TAM,TE,24,16,2,0,0,0,0,0,0,0,,0,2,15,7.50,0,0,,0,,,2,3.5,3.5,2.5,,74,
John Cappelletti,SDG,FB,31,1,0,0,0,0,0,0,1,5,5.00,0,0,0,,0,0,,0,,,1,0.5,0.5,0.5,,140,
Matt Cavanaugh,SFO,QB,27,5,0,0,0,0,0,0,1,8,8.00,0,0,0,,0,0,,0,,,1,0.8,0.8,0.8,,65,
William Curran,ATL,WR,24,16,0,0,0,0,0,0,0,0,,0,1,15,15.00,0,1,,0,,,1,1.5,2.0,1.0,,134,
Eddie Hill,MIA,RB,26,16,0,0,0,0,0,0,2,12,6.00,0,0,0,,0,0,,0,,,1,1.2,1.2,1.2,,138,
Reese McCall,DET,TE,27,16,4,0,0,0,0,0,0,0,,0,1,6,6.00,0,0,,0,,,1,1.6,1.6,1.1,,77,
Eddie McGill,STL,TE,23,2,0,0,0,0,0,0,0,0,,0,1,11,11.00,0,0,,0,,,1,2.1,2.1,1.6,,76,
Mark McGrath,WAS,WR,26,2,0,0,0,0,0,0,0,0,,0,1,6,6.00,0,0,,0,,,1,1.6,1.6,1.1,,133,
Ron Smith,PHI,WR,27,2,0,0,0,0,0,0,0,0,,0,1,8,8.00,0,0,,0,,,1,1.8,1.8,1.3,,132,
Tim Stracka,CLE,TE,24,13,0,0,0,0,0,0,0,0,,0,1,12,12.00,0,0,,0,,,1,2.2,2.2,1.7,,75,
Tommy Vigorito,MIA,RB,24,1,0,0,0,0,0,0,0,0,,0,1,7,7.00,0,0,,0,,,1,1.7,1.7,1.2,,139,
Bob Avellini,CHI,QB,30,2,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,67,
Dean Barnett,DEN,TE,26,8,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,88,
Rick Bell,MIN,RB,23,14,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,143,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gene Branton,TAM,WR,23,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,135,
Clay Brown,DEN,TE,25,3,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,90,
Norris Brown,MIN,TE,22,2,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,89,
Reggie Brown,ATL,RB,23,2,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,144,
Nick Bruckner,NYJ,WR,22,7,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,136,
Rich Campbell,GNB,QB,25,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,66,
Glenn Carano,DAL,QB,28,16,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,68,
Ron Cassidy,GNB,WR,26,12,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,137,
Chris Castor,SEA,WR,23,8,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,138,
Jimmy Cefalo,MIA,WR,27,1,1,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,139,
Jeff Christensen,CIN,QB,23,1,0,0,0,0,0,0,1,-2,-2.00,0,0,0,,0,0,,0,,,,-0.2,-0.2,-0.2,,74,
Tom Coombs,NYJ,TE,24,12,1,0,0,0,0,0,0,0,,0,1,1,1.00,0,0,,0,,,,1.1,1.1,0.6,,78,
Russell Davis,PIT,RB,27,5,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,145,
Joe Dufek,BUF,QB,22,5,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,69,
Craig Dunaway,PIT,TE,22,11,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,87,
Vagas Ferguson,2TM,RB,26,2,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,146,
Bob Gagliano,KAN,QB,25,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,70,
Andy Gibler,CIN,TE,22,2,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,82,
Larry Heater,NYG,RB,25,6,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,147,
Vince Heflin,MIA,WR,24,14,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,140,
Bob Hewko,TAM,QB,23,2,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,72,
David Humm,RAI,QB,31,6,0,0,0,0,0,0,1,-1,-1.00,0,0,0,,0,0,,0,,,,-0.1,-0.1,-0.1,,73,
Jim Jensen,MIA,WR,25,16,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,141,
Jim Jodat,SDG,RB,29,15,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,148,
A.J. Jones,RAM,RB,24,9,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,149,
Rocky Klever,NYJ,FB,24,5,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,150,
Greg Knafelc,NOR,QB,24,6,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,71,
Rob Lytle,DEN,RB,29,4,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,151,
Chuck McSwain,DAL,RB,22,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,152,
Terdell Middleton,TAM,RB,28,7,0,0,0,0,0,0,2,4,2.00,0,0,0,,0,0,,0,,,,0.4,0.4,0.4,,141,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Mularkey,MIN,TE,22,3,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,80,
Robert Newhouse,DAL,RB,33,16,0,0,0,0,0,0,9,34,3.78,0,0,0,,0,3,,0,,,,0.4,1.9,0.4,,142,
George Peoples,NWE,RB,23,16,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,153,
Johnny Perkins,NYG,WR,30,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,142,
James Scott,CHI,WR,31,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,143,
Cleo Simmons,DAL,TE,23,11,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,79,
Jeff Simmons,RAM,WR,23,3,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,144,
Phil Smith,BAL,WR,23,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,145,
Dave Stief,WAS,WR,27,3,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,146,
Mike Tice,SEA,TE,24,15,1,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,81,
Rickey Watts,CHI,WR,26,4,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,147,
Ron Wetzel,KAN,TE,23,16,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,83,
David Whitehurst,GNB,QB,28,4,0,18,35,149,0,2,2,-4,-2.00,0,0,0,,0,2,,0,,,,-0.4,2.6,1.6,,75,
Brooks Williams,NWE,TE,29,13,0,0,0,0,0,0,0,0,,0,1,0,0.00,0,0,,0,,,,1.0,1.0,0.5,,84,
Jamie Williams,STL,TE,23,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,85,
Mike Williams,WAS,TE,24,7,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,86,
Vince Williams,SFO,RB,24,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,154,
Darryal Wilson,NWE,WR,23,9,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,148,
Chet Winters,GNB,RB,23,4,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,155,
Dave Young,BAL,TE,24,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,91,
Steve Bird,STL,WR,23,14,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,0,,,-1,-1.0,-0.5,-1.0,,149,
Hosea Fortune,SDG,WR,24,4,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,0,,,-1,-1.0,-0.5,-1.0,,150,
Tim Harris,PIT,RB,22,14,0,0,0,0,0,0,2,15,7.50,0,0,0,,0,2,,0,,,-1,-0.5,0.5,-0.5,,156,
Bob Holly,WAS,QB,23,5,0,1,1,5,0,0,4,13,3.25,0,0,0,,0,2,,0,,,-1,-0.5,0.5,-0.5,,76,
Jeff Komlo,TAM,QB,27,2,0,4,8,49,0,1,2,11,5.50,0,0,0,,0,2,,0,,,-1,-0.9,1.1,0.1,,77,
Eric Lane,SEA,RB,24,16,0,0,0,0,0,0,3,1,0.33,0,2,9,4.50,0,2,,0,,,-1,1.0,2.0,,,160,
Bruce Mathison,SDG,QB,24,1,0,3,5,41,0,1,1,0,0.00,0,0,0,,0,1,,0,,,-1,-1.4,0.1,-0.4,,80,
Michael Morton,TAM,RB,23,16,0,0,0,0,0,0,13,28,2.15,0,1,9,9.00,0,5,,0,,,-1,-0.3,2.2,-0.8,,162,
Henry Odom,PIT,RB,24,16,0,0,0,0,0,0,2,7,3.50,0,0,0,,0,2,,0,,,-1,-1.3,-0.3,-1.3,,163,
Dan Pastorini,PHI,QB,34,3,0,0,5,0,0,0,1,0,0.00,0,0,0,,0,1,,0,,,-1,-1.0,-0.5,-1.0,,78,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robb Riddick,BUF,RB,26,16,0,0,0,0,0,0,4,18,4.50,0,3,43,14.33,0,7,,0,,,-1,2.1,5.6,0.6,,158,
Paul Skansi,PIT,WR,22,15,0,0,0,0,0,0,0,0,,0,3,39,13.00,0,5,,0,,,-1,1.9,4.4,0.4,,151,
Jim Bob Taylor,BAL,QB,24,8,0,1,2,20,0,1,0,0,,0,0,0,,0,0,,0,,,-1,-1.2,-0.2,-0.2,,79,
Chester Willis,RAI,RB,25,13,0,0,0,0,0,0,5,0,0.00,0,0,0,,0,1,,0,,,-1,-1.0,-0.5,-1.0,,161,
Richard Williams,ATL,RB,23,14,0,0,0,0,0,0,1,5,5.00,0,0,0,,0,1,,0,,,-1,-0.5,,-0.5,,157,
Van Williams,BUF,RB,24,16,1,0,0,0,0,0,3,11,3.67,0,0,0,,0,2,,0,,,-1,-0.9,0.1,-0.9,,159,
Ken Jenkins,DET,RB,24,12,0,0,0,0,0,0,0,0,,0,0,0,,0,2,,0,,,-2,-2.0,-1.0,-2.0,,164,
Preston Brown,NYJ,WR,25,16,0,0,0,0,0,0,0,0,,0,0,0,,0,3,,0,,,-3,-3.0,-1.5,-3.0,,153,
Mike Harmon,NYJ,WR,22,9,0,0,0,0,0,0,0,0,,0,1,4,4.00,0,3,,0,,,-3,-1.6,-0.1,-2.1,,152,
Ricky Porter,BAL,RB,23,14,0,0,0,0,0,0,0,0,,0,0,0,,0,6,,0,,,-6,-6.0,-3.0,-6.0,,165,
